id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51820981,Eros Studio Apartment - Bugibba Square,7422431,Ryan,,San Pawl il-Bahar,35.95045,14.41208,Entire home/apt,45,3,2,2021-09-15,0.55,1,317,2,
21619026,2 Bedroom Fully Furnished - MALTA EU,101932296,Antoine,,San Pawl il-Bahar,35.95403,14.41805,Entire home/apt,50,3,1,2018-01-02,0.02,1,177,0,
39403926,It’s your vacation – make it a memorable one!!,99510099,Sandra,,San Pawl il-Bahar,35.9501,14.41346,Entire home/apt,90,3,17,2021-11-22,0.64,4,323,8,
11913642,"Qawra/Bugibba New, Modern and Centrally Located",5699255,Alex,,San Pawl il-Bahar,35.95315,14.42159,Entire home/apt,105,2,48,2019-10-24,0.73,1,363,0,
50893237,2 Bedroom Apartment close vicinity to the beach,411453510,Noelle,,San Pawl il-Bahar,35.94643,14.39415,Entire home/apt,35,4,3,2021-08-29,0.66,1,74,3,
22512715,Seafront Penthouse with stunning panoramic views,49733037,Danni,,San Pawl il-Bahar,35.94741,14.39326,Entire home/apt,65,4,21,2020-07-31,0.45,3,93,0,
37923954,"Xemxija, Cosy Maisonette",232498553,Vince,,San Pawl il-Bahar,35.94753,14.38076,Entire home/apt,80,2,8,2020-03-11,0.28,1,29,0,
12819155,Penthouse 2 Bed Near St.Paul's Bay Sea Front.,2313838,Edward,,San Pawl il-Bahar,35.94815,14.41134,Entire home/apt,100,1,10,2019-09-22,0.15,7,0,0,
52184769,Beautiful Seaview  2 bedroom apartment in St Paul's Bay,198629014,Humbert,,San Pawl il-Bahar,35.94862,14.4081,Entire home/apt,60,3,1,2021-09-24,0.31,3,313,1,
24009678,Top floor apartment with large open space.,180677890,Carmen,,San Pawl il-Bahar,35.94651,14.40229,Entire home/apt,55,3,39,2021-08-17,0.88,1,273,2,
26587366,GetawaysMalta- Blue Harbour - Seafront 2-Bedroom,199655806,GetawaysMalta Neville,,San Pawl il-Bahar,35.94558,14.38703,Entire home/apt,69,5,2,2021-07-06,0.14,26,361,1,
26917546,Seaview Apartment,8112655,Kyle,,San Pawl il-Bahar,35.95519,14.42115,Entire home/apt,100,3,16,2019-10-13,0.39,1,284,0,
31613506,Family Run Apart Hotel - Two Bedroom Apartment,236759929,Eman,,San Pawl il-Bahar,35.95506,14.42174,Hotel room,53,1,1,2019-09-22,0.04,9,364,0,
50294565,ISA1-Seaside 3 Bedroom Spacious Apt Great Location,118489013,Ed,,San Pawl il-Bahar,35.94852,14.40608,Entire home/apt,61,2,4,2021-11-15,0.65,26,88,4,
11522213,Penthouse in St Paul's Bay.,60744560,Liam,,San Pawl il-Bahar,35.94867,14.40657,Entire home/apt,90,4,72,2021-10-22,1.03,2,363,8,
1465441,3 Bedroom Luxurious Apartment,7850258,Sharon,,San Pawl il-Bahar,35.94838,14.40865,Entire home/apt,70,5,47,2020-03-26,0.47,2,303,0,
31644664,Spacious and modern 3 bedroom apartment in Qawra,61983501,Lloyd,,San Pawl il-Bahar,35.95444,14.41886,Entire home/apt,100,28,1,2019-01-18,0.03,1,365,0,
13937743,Xemxija Apartment,82867217,Greta,,San Pawl il-Bahar,35.95095,14.38488,Entire home/apt,32,3,25,2019-11-08,0.39,1,332,0,
13612852,Family/Group Seafront Apt with large yard and bbq,1419619,GetawaysMalta,,San Pawl il-Bahar,35.94547,14.38656,Entire home/apt,168,3,12,2021-08-13,0.18,33,251,2,
53694682,Seaview Portside Complex 5,43747715,Matthew,,San Pawl il-Bahar,35.95227,14.40872,Entire home/apt,60,3,0,,,7,183,0,
13845065,Cosy apt with stunning view w/WiFi,61556320,Yanika,,San Pawl il-Bahar,35.94852,14.40222,Entire home/apt,55,3,96,2021-11-13,1.49,1,307,11,
44095625,Light and Bright Westend Apartment,162228587,Robert,,San Pawl il-Bahar,35.94572,14.38875,Entire home/apt,140,1,1,2021-01-01,0.08,49,363,1,
36872422,Good,275593242,Sasha,,San Pawl il-Bahar,35.95382,14.42302,Entire home/apt,200,3,0,,,1,365,0,
1694761,Beautiful penthouse with sea view,8950210,Suzanne,,San Pawl il-Bahar,35.94878,14.40486,Entire home/apt,40,2,2,2021-09-18,0.48,2,67,2,
9358573,Seafront large 3 bedroom apartment,48565657,Nathalie,,San Pawl il-Bahar,35.95808,14.42127,Entire home/apt,200,1,0,,,1,365,0,
18765501,"Fun in the Sun, Xemxija double bedroom",130571796,Charlene,,San Pawl il-Bahar,35.95159,14.38571,Private room,30,2,45,2020-07-25,0.82,1,0,0,
14646387,Pool House Flat,90409683,Jenny,,San Pawl il-Bahar,35.94596,14.38856,Entire home/apt,75,3,72,2021-11-07,1.11,1,290,8,
15518043,Romantic Seafront Penthouse w/ large terrace & bbq,1419619,GetawaysMalta,,San Pawl il-Bahar,35.94571,14.38671,Entire home/apt,197,3,3,2019-06-10,0.06,33,365,0,
9520407,Lovely Cosy Seafront Apt on St Pauls Bay promenade,1419619,GetawaysMalta,,San Pawl il-Bahar,35.94651,14.39108,Entire home/apt,160,3,11,2019-10-27,0.16,33,363,0,
41686936,Side Sea View  Porto Paolo B,201573948,Josephine Porto Paolo Short Let,,San Pawl il-Bahar,35.95,14.40881,Entire home/apt,45,3,0,,,4,356,0,
25908442,Sea view 6 person apartment with terrace,74868236,Miriam,,San Pawl il-Bahar,35.9476,14.39416,Entire home/apt,120,5,4,2018-10-16,0.10,1,0,0,
37927305,HV12 - Sea Front Penthouse with unique Views!,118489013,Ed,,San Pawl il-Bahar,35.94683,14.38223,Entire home/apt,141,2,8,2021-12-24,0.32,26,125,4,
51180152,2 Bedroom 1 Bathroom Seaview Apartment ★,318717613,Zzzing,,San Pawl il-Bahar,35.94738,14.38253,Entire home/apt,81,1,5,2021-11-08,1.26,32,235,5,
38009618,B&B Studio Apartment at Porto Azzurro,84444673,Alexis,,San Pawl il-Bahar,35.94614,14.38162,Hotel room,44,3,2,2021-11-28,0.07,2,89,1,
671869,Seafront - The Rock - Ground Floor,3176303,Ron,,San Pawl il-Bahar,35.95002,14.40796,Entire home/apt,36,4,126,2021-12-28,1.13,3,260,15,
39851478,St.Paul's Bay flat near to all amenities and sea,304654054,Stephen,,San Pawl il-Bahar,35.94826,14.40776,Entire home/apt,35,6,6,2021-10-19,1.03,1,243,6,
23428502,"Tranquil apt sleeps 4, few meters away from beach",131581862,Damian,,San Pawl il-Bahar,35.94672,14.38073,Entire home/apt,48,3,67,2021-10-04,1.48,1,359,12,
17244153,Modern two-bedroom apartment by the sea,112250981,Caroline,,San Pawl il-Bahar,35.95007,14.38449,Entire home/apt,120,5,15,2019-07-08,0.26,1,332,0,
35668428,"Sea view 1 bedroom Apartment, St. Paul's Bay",198050268,Jurgen/Svetlana,,San Pawl il-Bahar,35.9493,14.40885,Entire home/apt,73,6,8,2019-09-19,0.27,3,147,0,
21048479,Side Seaview Apartment - St. Paul's Bay Wifi + A/C,151625765,Alison,,San Pawl il-Bahar,35.94935,14.40802,Entire home/apt,70,3,34,2021-08-14,0.78,1,359,1,
7350122,New Air Conditioned two bedroom Family Apartment,9575169,Odette,,San Pawl il-Bahar,35.94961,14.39836,Entire home/apt,60,4,41,2021-10-19,0.54,1,332,2,
38950516,Duplex Penthouse with Terrace and Seaviews,237783968,Fabien,,San Pawl il-Bahar,35.94853,14.40476,Entire home/apt,54,5,8,2020-01-29,0.30,1,57,0,
27972463,Flat 1 : St. Paul's Bay 1-Bedroom Apartment,37389254,Jeremy,,San Pawl il-Bahar,35.94656,14.4085,Entire home/apt,32,3,39,2021-12-29,0.97,1,350,7,
42164966,Side Sea View  Porto Paolo C,201573948,Josephine Porto Paolo Short Let,,San Pawl il-Bahar,35.94867,14.40898,Entire home/apt,45,3,1,2020-08-24,0.06,4,336,0,
5052439,Porto Paolo - Luxury with Superb Bay View,22195283,Paul - HolidayLetsMaltaGozo,,San Pawl il-Bahar,35.94957,14.40831,Entire home/apt,152,5,28,2020-01-04,0.34,30,1,0,
38948588,Central luxury apartment close to the sea,164478121,Mary Jane,,San Pawl il-Bahar,35.95085,14.40853,Entire home/apt,40,2,1,2019-10-30,0.04,1,178,0,
43901897,Elegant Bay View Apartment,260122244,Przemyslaw (Peter),,San Pawl il-Bahar,35.94861,14.4053,Entire home/apt,76,3,41,2021-12-22,2.34,8,259,31,
18925434,Two Bedroom Garden Apt Partial Sea View Balcony,131911390,John,,San Pawl il-Bahar,35.95201,14.38663,Entire home/apt,80,3,43,2021-08-24,0.79,1,180,3,
42156011,"2 bedroom country views, WIFI, A/C.",436308,Ruben,,San Pawl il-Bahar,35.94837,14.40336,Entire home/apt,75,5,3,2021-08-27,0.56,1,365,3,
52212549,"The Starfish Apt, Spacious 2bed/AC/Pool/car space",140226424,Jonno,,San Pawl il-Bahar,35.9483,14.38251,Entire home/apt,62,6,0,,,2,81,0,
32784413,Silver lining,168742412,Andrew,,San Pawl il-Bahar,35.94797,14.4054,Entire home/apt,35,5,39,2021-12-01,1.19,2,134,11,
10806220,Beautiful St. Paul's Bay (Bugibba) Flat,42390348,Martin,,San Pawl il-Bahar,35.95003,14.40903,Entire home/apt,55,3,39,2021-08-24,0.60,2,364,3,
48087605,Apartment close to sea and country,244200742,Mark,,San Pawl il-Bahar,35.94962,14.38251,Entire home/apt,67,90,0,,,1,90,0,
36788084,Hortensia - 2 bedroom apartment,20969628,Sean,,San Pawl il-Bahar,35.948025,14.404616,Entire home/apt,72,5,0,,,3,5,0,
36864971,Ta' Rozina Holiday Home,22294083,Karl,,San Pawl il-Bahar,35.94864,14.40877,Entire home/apt,60,3,2,2021-09-05,0.45,1,149,2,
25350017,Luxury studio penthouse No.3,10172766,Matthew,,San Pawl il-Bahar,35.94769,14.40671,Entire home/apt,44,5,22,2021-10-29,0.55,8,327,6,
4044232,Portobello Seafront Apartments,20969628,Sean,,San Pawl il-Bahar,35.94997,14.40905,Entire home/apt,77,5,1,2019-11-03,0.04,3,89,0,
50123803,Brand new ground floor apartment great location,397639751,Chris,,San Pawl il-Bahar,35.94746,14.407556,Entire home/apt,100,3,3,2021-08-20,0.51,1,243,3,
40609768,Escape to Paradise,196933837,Neil,,San Pawl il-Bahar,35.95095,14.40877,Entire home/apt,120,3,22,2021-12-26,0.98,1,310,14,
8451078,"Superior, modern and very luxurious maisonette.",209848,Sonette,,San Pawl il-Bahar,35.95134,14.384,Entire home/apt,124,7,35,2021-08-09,0.49,1,316,1,
26583547,GetawaysMalta- HarbourLights Seafront 2 bedrooms L,199655806,GetawaysMalta Neville,,San Pawl il-Bahar,35.94614,14.39057,Entire home/apt,85,5,2,2021-07-04,0.13,26,363,1,
30494304,Seafront Apt with stunning views from the terrace,1419619,GetawaysMalta,,San Pawl il-Bahar,35.94538,14.38704,Entire home/apt,181,3,0,,,33,361,0,
271227,Seafront 2 bdr Apt w/ stunning sea views & sunsets,1419619,GetawaysMalta,,San Pawl il-Bahar,35.94598,14.38977,Entire home/apt,160,3,19,2021-08-15,0.16,33,335,1,
44701795,"Romantic Studio Apartment ""iFeel4You""",105614536,Frank,,San Pawl il-Bahar,35.94827,14.4084,Entire home/apt,68,1,1,2021-07-27,0.19,1,365,1,
22547101,Sea-view modern and spacious apartment in Xemxija,165633414,Jason,,San Pawl il-Bahar,35.95033,14.38292,Entire home/apt,96,5,18,2021-11-06,0.40,1,365,7,
39835310,Stylish stay close to the sea,374094,Peter,,San Pawl il-Bahar,35.9481,14.3826,Entire home/apt,80,2,6,2021-11-14,0.36,1,346,5,
7172935,Maisonette with fantastic views.,21921163,Dominic,,San Pawl il-Bahar,35.94638,14.37229,Entire home/apt,594,3,7,2018-03-31,0.13,3,355,0,
16887418,Coral - top floor flat with breathtaking seaviews,92799015,Paul,,San Pawl il-Bahar,35.94959,14.40809,Entire home/apt,63,3,51,2021-12-14,0.88,8,277,9,
11207490,"New,Modern,Sea View,apartment,malta",14163414,Irina & Blago,,San Pawl il-Bahar,35.95027,14.40849,Entire home/apt,64,2,122,2021-12-03,1.73,20,320,16,
53486421,Winter Offer!Cosy 2 bed apartment in St Paul’s Bay,23362696,Sharon,,San Pawl il-Bahar,35.94824,14.40521,Entire home/apt,30,3,0,,,1,349,0,
1130094,Periwinkle Holiday Apartment Malta,6199599,Wilfred,,San Pawl il-Bahar,35.94767,14.40762,Entire home/apt,95,6,11,2021-08-29,0.11,2,358,1,
18119980,Bugibba Seafront- 2 Bedroom Apartment- Super Views,124857743,Jean Matthias,,San Pawl il-Bahar,35.94996,14.40801,Entire home/apt,87,3,4,2021-06-27,0.08,4,55,1,
41474605,Porto Paolo E,201573948,Josephine Porto Paolo Short Let,,San Pawl il-Bahar,35.94971,14.40908,Entire home/apt,45,3,2,2021-08-20,0.42,4,361,2,
50647603,Cosy 1 Bedroom Close to Seafront Free Wifi,402863015,Mario,,San Pawl il-Bahar,35.94963,14.40823,Entire home/apt,38,4,3,2021-10-24,0.76,9,271,3,
1543501,Seafront Reflections,3176303,Ron,,San Pawl il-Bahar,35.94955,14.4075,Entire home/apt,36,4,125,2021-12-01,1.24,3,307,10,
48281736,Silver lining sea views beach nightlife shopping,168742412,Andrew,,San Pawl il-Bahar,35.94731,14.4052,Entire home/apt,31,3,3,2021-10-25,0.31,2,134,3,
19868531,Luxury Penthouse 2 bedroom No.2,10172766,Matthew,,San Pawl il-Bahar,35.94923,14.40794,Entire home/apt,70,4,56,2021-12-11,1.04,8,345,9,
51726441,Seashells 1 bedroom apartment in Bugibba,199655806,GetawaysMalta Neville,,San Pawl il-Bahar,35.94986,14.40912,Entire home/apt,70,5,3,2021-12-06,0.91,26,362,3,
50993165,Beautiful I bedroom penthouse  with sea view,8950210,Suzanne,,San Pawl il-Bahar,35.94914,14.40603,Entire home/apt,40,2,5,2021-12-04,1.01,2,72,5,
42028448,Modern Apartment ★ Artist Renovated ★ By the Sea,23038756,Keith,,San Pawl il-Bahar,35.95516,14.41986,Entire home/apt,50,5,0,,,1,23,0,
6148177,★Luxury Seafront w/Pool★Cleaning Protocols Adopted,17208391,Paola,,San Pawl il-Bahar,35.95742,14.42045,Entire home/apt,71,1,86,2021-10-08,1.06,27,241,6,
43025878,Apartment for 2 People in a Family Run Hotel,236759929,Eman,,San Pawl il-Bahar,35.95479,14.42193,Entire home/apt,30,1,18,2021-12-01,2.65,9,358,18,
11927011,Sunshine Court MALTA -B&B QUEEN Room/Private Bath,63654588,Miruna,,San Pawl il-Bahar,35.94983,14.41938,Hotel room,41,5,18,2018-01-28,0.26,1,1,0,
51824157,Cosy 3 bedrooms apartment with Seaview in St Pawls,28344911,Albain,,San Pawl il-Bahar,35.95598,14.42024,Entire home/apt,38,2,10,2021-12-09,2.59,1,85,10,
28479153,"Gaulic 2 bedroom apartment in St Paul's Bay, Malta",191687630,Torki,,San Pawl il-Bahar,35.94825,14.40797,Entire home/apt,75,3,1,2019-05-06,0.03,3,0,0,
42012656,Side Sea View  Porto Paolo A,201573948,Josephine Porto Paolo Short Let,,San Pawl il-Bahar,35.94923,14.40873,Entire home/apt,45,3,5,2021-10-03,0.22,4,365,2,
16075252,Spacious studio Apartment in St. Paul's Bay.,20969628,Sean,,San Pawl il-Bahar,35.948143,14.404507,Entire home/apt,50,5,0,,,3,91,0,
42583386,Saint Paul's Bay Apartment,213082419,Kurt,,San Pawl il-Bahar,35.94795,14.40585,Entire home/apt,90,2,0,,,1,181,0,
31197034,St Paul's Bay new 1 minute from Jetty (Bens Court),147506877,Reuben Chircop,,San Pawl il-Bahar,35.95085,14.4088,Entire home/apt,85,7,5,2019-08-19,0.17,1,211,0,
50406778,Spacious side-sea view apartment at St Paul's Bay,205679121,Elena,,San Pawl il-Bahar,35.94772,14.4054,Entire home/apt,65,4,6,2021-11-01,1.37,1,286,6,
19992488,Modern 3 bedroom apartment in St Paul's Bay.,141837757,Daniela,,San Pawl il-Bahar,35.94787,14.40341,Entire home/apt,55,3,7,2020-01-02,0.15,1,333,0,
22243099,Brand New Luxury Apartment - OUTSTANDING LOCATION,162523383,John Paul,,San Pawl il-Bahar,35.95775,14.42403,Entire home/apt,75,3,80,2021-10-27,1.64,1,356,9,
32738804,Modern & spacious Apartment in Qawra,228259804,Chanelle,,San Pawl il-Bahar,35.95073,14.42181,Entire home/apt,70,4,9,2019-10-04,0.28,1,363,0,
2818044,Safe❤️Central⭐️bus station ❤️shops ⭐️ cafes,1664026,Robert,,San Pawl il-Bahar,35.95227,14.4185,Entire home/apt,50,7,11,2020-08-23,0.20,26,0,0,
24528202,Falcon Court #221 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95057,14.41562,Entire home/apt,40,3,28,2021-10-31,0.64,13,353,2,
32419697,Sea Breeze Bay Guestrooms - Twin Room 3A,150426314,Ildiko And Mark,,San Pawl il-Bahar,35.95184,14.41527,Hotel room,31,1,4,2019-11-07,0.12,14,278,0,
30084419,PALAZZIN HOTEL,180444266,Simon Borda,,San Pawl il-Bahar,35.95117,14.42215,Hotel room,1009,3,7,2021-12-05,0.25,2,275,1,
25219878,♥️Great Monthly rates 💙 central,1664026,Robert,,San Pawl il-Bahar,35.95131,14.418,Entire home/apt,17,7,20,2021-09-25,0.46,26,349,9,
2069761,Low cost 🔶 near shops and buses ♥️ pool (2),1664026,Robert,,San Pawl il-Bahar,35.95097,14.41721,Entire home/apt,22,7,35,2021-12-16,0.43,26,342,8,
2031231,Special50%✅  ⭐️Roof Pool ❤️  BUS STATION,1664026,Robert,,San Pawl il-Bahar,35.95122,14.41822,Entire home/apt,22,7,38,2021-08-06,0.41,26,342,3,
24767917,Falcon Court #442 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95128,14.41586,Entire home/apt,40,3,24,2021-10-26,0.54,13,353,4,
9527980,Modern Close to the Sea★Cleaning Protocols Adopted,17208391,Paola,,San Pawl il-Bahar,35.95078,14.41553,Entire home/apt,46,5,73,2021-11-27,1.03,27,346,14,
2035016,Special monthly offers 💙Central 💜 Safe 2,1664026,Robert,,San Pawl il-Bahar,35.95107,14.41798,Entire home/apt,23,7,43,2021-11-22,0.45,26,296,11,
40794216,spacious 1 bedroom apartment with lift.,301808619,Jason,,San Pawl il-Bahar,35.94998,14.41815,Entire home/apt,48,1,14,2021-08-27,0.77,1,274,5,
19140994,Great location 2 bedroom apartment,51720374,Robert,,San Pawl il-Bahar,35.95205,14.42286,Entire home/apt,69,2,13,2021-10-25,0.27,1,172,1,
25721394,Max Apartments,193296007,Adam,,San Pawl il-Bahar,35.94686,14.41667,Entire home/apt,20,1,16,2021-10-30,0.50,2,72,8,
23507094,Duplex apartment having 2 bedrooms and a terrace,135572365,Justine,,San Pawl il-Bahar,35.95156,14.41794,Entire home/apt,40,180,0,,,1,365,0,
27895709,Salina Park Apts. - only 3-min by walk to seaside,210720676,Susanne,,San Pawl il-Bahar,35.95051,14.42228,Entire home/apt,45,7,1,2018-09-26,0.03,1,362,0,
18618625,Duplex Penthouse no 9,129342681,Mario,,San Pawl il-Bahar,35.94991,14.41694,Entire home/apt,80,3,8,2020-02-12,0.19,3,364,0,
20428627,Mikasa Apartment,145751348,Mikasa,,San Pawl il-Bahar,35.94768,14.41927,Entire home/apt,58,3,23,2020-03-12,0.72,2,0,0,
35766083,El Sole Apartment,269057062,Marilyn,,San Pawl il-Bahar,35.95019,14.41713,Entire home/apt,135,5,0,,,1,271,0,
49395076,Contemporary living space offering views for day,1995836,David,,San Pawl il-Bahar,35.95009,14.42187,Entire home/apt,150,14,1,2021-08-22,0.23,1,358,1,
27449994,"Modern, Spacious and Beautiful Apartment Sleeps 6",150426314,Ildiko And Mark,,San Pawl il-Bahar,35.9518,14.42152,Entire home/apt,59,2,19,2019-12-05,0.48,14,203,0,
25054481,Falcon Court #223 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95092,14.41754,Entire home/apt,40,3,19,2021-11-03,0.44,13,353,2,
53285298,Sensational VIEWS - 3 Bed APT with PRIVATE BALCONY,222527557,360 Estates,,San Pawl il-Bahar,35.95177,14.4237,Entire home/apt,106,3,0,,,380,365,0,
45390335,Exquisite 2 bedroom Penthouse with some Seaviews,126924723,Susanne,,San Pawl il-Bahar,35.95047,14.42102,Entire home/apt,96,4,0,,,8,47,0,
51589569,W Pearl: 2-bedroom apartment in San Pawl il-Bahar,412861270,Mark,,San Pawl il-Bahar,35.94575,14.41526,Entire home/apt,65,5,0,,,1,226,0,
9697048,Cosy Designer finished with unobstructed views,50077362,Warren,,San Pawl il-Bahar,35.94729,14.42006,Entire home/apt,35,3,0,,,1,208,0,
5824059,Luxurious self catering apartment,30227918,Vanessa,,San Pawl il-Bahar,35.95223,14.4184,Entire home/apt,110,3,13,2019-09-19,0.17,1,1,0,
34231563,"❤QAWRA, Tourists Paradise. Bargain★",109347281,Anton,,San Pawl il-Bahar,35.948303,14.418675,Entire home/apt,37,2,13,2021-12-14,0.45,1,75,8,
18038029,Brand new apartment,96702756,Elton,,San Pawl il-Bahar,35.94766,14.416,Entire home/apt,90,2,86,2021-08-25,1.50,1,357,6,
41096294,M5 - Luxury Apartment Close to the Sea,118489013,Ed,,San Pawl il-Bahar,35.9501,14.41593,Entire home/apt,89,2,9,2021-11-02,0.47,26,4,4,
50783675,SA10-Brand New Designer Apt with Spacious Terrace,118489013,Ed,,San Pawl il-Bahar,35.9464,14.41931,Entire home/apt,95,3,3,2021-10-22,0.64,26,179,3,
9617122,Bright and airy 3 bedroom apartment,49756369,Mark,,San Pawl il-Bahar,35.95248,14.41532,Entire home/apt,130,3,68,2021-08-29,0.98,1,358,3,
46465091,SEAFRONT LUXURY APPARTMENT,375876367,Murielle,,San Pawl il-Bahar,35.95102,14.42416,Entire home/apt,55,2,1,2021-08-09,0.21,2,358,1,
44404249,It's in the centre of Buggiba.,358344510,Imelda,,San Pawl il-Bahar,35.94964,14.41801,Entire home/apt,28,31,0,,,1,365,0,
11844548,Modern Holiday Apartment in Qawra,63115961,Brian Paul,,San Pawl il-Bahar,35.9525,14.42022,Entire home/apt,33,4,8,2020-08-11,0.27,1,109,0,
24804991,Falcon Court #114 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95206,14.41758,Entire home/apt,40,3,20,2021-11-09,0.46,13,353,3,
27997004,Red Malta - Take That Apartment in Bugibba - JB 23,206957612,Red Malta,,San Pawl il-Bahar,35.94919,14.41528,Entire home/apt,125,2,27,2020-08-21,0.67,10,274,0,
36911934,Telma Maisonette,277427306,Telly,,San Pawl il-Bahar,35.94714,14.41735,Entire home/apt,63,2,21,2021-10-17,0.72,1,329,5,
12055239,Caprice No 6 in Tourists Road Malta,64566271,Joseph,,San Pawl il-Bahar,35.95175,14.41689,Entire home/apt,66,6,29,2021-08-24,0.43,1,362,2,
53338491,Sensational VIEWS - 3 Bed APT with PRIVATE BALCONY,222527557,360 Estates,,San Pawl il-Bahar,35.95135,14.42333,Entire home/apt,106,3,0,,,380,362,0,
24960562,"Brand new, lovely, sea view Qawra apartment.+offer",92221695,Corinne,,San Pawl il-Bahar,35.94746,14.42096,Entire home/apt,130,5,12,2019-09-16,0.28,1,343,0,
41154345,Warm apartment 3 min to the beach 5min to bus stat,181202061,Vincent,,San Pawl il-Bahar,35.9493,14.41656,Entire home/apt,90,4,0,,,2,265,0,
53841315,SH5A-Qawra Prime Location 2 Bedroom Apartment,118489013,Ed,,San Pawl il-Bahar,35.95211,14.42308,Entire home/apt,52,2,0,,,26,336,0,
21381328,Central Bugibba - Duplex First Floor - Free Wifi,154859517,Oliver,,San Pawl il-Bahar,35.95274,14.41577,Entire home/apt,55,4,53,2020-09-06,1.10,1,332,0,
50908793,Lovely 3-Bedroom condo in San Pawl il-Bahar.,411647672,Stephanie,,San Pawl il-Bahar,35.94846,14.42033,Entire home/apt,93,1,0,,,1,365,0,
44219239,Quiet Penthouse with garage in prime tourist area,137590092,Joseph,,San Pawl il-Bahar,35.94824,14.41749,Entire home/apt,30,240,0,,,1,365,0,
42631265,Apartment 14 (Primrose Court),201720555,Your.Rentals,,San Pawl il-Bahar,35.95056,14.41644,Entire home/apt,87,1,0,,,6,222,0,
44273132,2022 offer  🌞central 🔹pool ❤️ near shops (2),1664026,Robert,,San Pawl il-Bahar,35.9506,14.41848,Entire home/apt,22,7,3,2021-08-25,0.18,26,280,1,
24641870,Falcon Court #111 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95127,14.41562,Entire home/apt,40,3,24,2021-11-01,0.55,13,353,2,
13826488,B3 New apartment near seafront and bus station,1664026,Robert,,San Pawl il-Bahar,35.95088,14.41773,Entire home/apt,48,7,1,2019-03-17,0.03,26,0,0,
24372453,Falcon Court #112 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95236,14.41714,Entire home/apt,40,3,32,2019-12-31,0.72,13,353,0,
18166711,Seafront Apartment Qawra/Bugibba,52202087,Michael,,San Pawl il-Bahar,35.95083,14.42417,Entire home/apt,175,5,1,2018-07-26,0.02,2,0,0,
42018406,A brand new apartment close to all amenities.,36594557,Joseph,,San Pawl il-Bahar,35.94943,14.42116,Entire home/apt,150,3,2,2020-08-18,0.12,1,81,0,
38090168,Charming apartment in the city center,289105343,Alexandra And Dimitar,,San Pawl il-Bahar,35.94982,14.41683,Entire home/apt,45,20,4,2019-09-29,0.14,1,364,0,
45300903,"For Star Guests, stylish Living area, elegant beds",126924723,Susanne,,San Pawl il-Bahar,35.95202,14.42249,Entire home/apt,77,4,0,,,8,39,0,
30307540,Qawra luxurious 3 bedroom apartment 5 min from sea,5735575,Abigail,,San Pawl il-Bahar,35.95284,14.42148,Entire home/apt,70,3,9,2021-11-28,0.30,1,171,5,
15215008,Daffodil Apartment at Bugibba / Saint Paul bay,96668673,Saviour,,San Pawl il-Bahar,35.9505,14.41719,Entire home/apt,38,2,8,2021-07-14,0.14,1,304,3,
46465898,GROUND FLOOR SEAFRONT APPARTMENT,375876367,Murielle,,San Pawl il-Bahar,35.95078,14.42429,Entire home/apt,55,1,0,,,2,363,0,
3953156,2 Bed Room Corner Apartment   A/C,20490033,Nazzareno,,San Pawl il-Bahar,35.94581,14.41659,Entire home/apt,48,3,36,2019-08-22,0.40,1,365,0,
43951821,Brand New Apartment in amost popular part of Malta,320759994,Carla,,San Pawl il-Bahar,35.95195,14.42278,Entire home/apt,180,3,1,2020-08-20,0.06,1,363,0,
31671341,Red Malta - The Bijou Penthouse,206957612,Red Malta,,San Pawl il-Bahar,35.94738,14.41606,Entire home/apt,100,2,9,2019-10-14,0.28,10,274,0,
24164914,Falcon Court #222 - FREE airport transfers & wifi,99327975,Olaf,,San Pawl il-Bahar,35.95148,14.41717,Entire home/apt,40,3,37,2021-10-31,0.82,13,353,3,
50693282,New | entire APT |FREE & FAST WIFI | MTA Approved,92608176,Vicky,,San Pawl il-Bahar,35.95102,14.41907,Entire home/apt,100,2,5,2021-11-24,1.21,1,289,5,
49864209,"Savini Court , Apart 7",247310066,Silvio,,San Pawl il-Bahar,35.94511,14.41691,Entire home/apt,145,4,0,,,2,365,0,
14212019,"Seafront, top floor modern 2-bedroom apt",5415907,Patricia,,San Pawl il-Bahar,35.94787,14.42103,Entire home/apt,75,4,37,2021-11-03,0.56,1,269,5,
21364159,A New Wave of Living.,154684252,Sarah,,San Pawl il-Bahar,35.94664,14.42062,Entire home/apt,100,2,0,,,1,180,0,
12477476,Modern 3 Bedroom Apt Walk To Bugibba Square/Sea,13742076,Lee & Helen,,San Pawl il-Bahar,35.95196,14.41763,Entire home/apt,106,2,13,2021-09-05,0.20,4,340,1,
